Player,Year,Pos,Age,G,MP,PTS,TRB,AST
NenÃª,2017,C,34,67,17.9,9.1,4.2,1.0
Patrick Beverley,2017,SG,28,67,30.7,9.5,5.9,4.2
Ryan Anderson,2017,PF,28,72,29.4,13.6,4.6,0.9
Sam Dekker,2017,PF,22,77,18.4,6.5,3.7,1.0
Trevor Ariza,2017,SF,31,80,34.7,11.7,5.7,2.2
Troy Williams,2017,SF,22,30,18.6,6.2,2.3,0.8
Bobby Jackson,2003,PG,29,59,28.4,15.2,3.7,3.1
Chris Webber,2003,PF,29,67,39.1,23.0,10.5,5.4
Damon Jones,2003,PG,26,49,14.5,4.6,1.4,1.6
Doug Christie,2003,SG,32,80,33.9,9.4,4.3,4.7
Gerald Wallace,2003,SF,20,47,12.1,4.7,2.7,0.5
Hedo TÃ¼rkoÄŸlu,2003,SF,23,67,17.5,6.7,2.8,1.3
Jim Jackson,2003,SF,32,63,20.8,7.7,4.2,1.9
Keon Clark,2003,C,27,80,22.3,6.7,5.6,1.0
Lawrence Funderburke,2003,PF,32,27,8.5,2.7,2.0,0.3
Mateen Cleaves,2003,PG,25,12,4.6,1.3,0.7,0.8
Mike Bibby,2003,PG,24,55,33.4,15.9,2.7,5.2
Peja StojakoviÄ‡,2003,SF,25,72,34.0,19.2,5.5,2.0
Scot Pollard,2003,C,27,23,14.1,4.5,4.6,0.3
Vlade Divac,2003,C,34,80,29.8,9.9,7.2,3.4
Bobby Jackson,2005,SG,31,25,21.4,12.0,3.4,2.4
Brad Miller,2005,C,28,56,37.3,15.6,9.3,3.9
Brian Skinner,2005,C-PF,28,49,19.2,4.8,5.7,0.9
Corliss Williamson,2005,PF,31,72,21.2,10.3,3.6,1.1
Cuttino Mobley,2005,SG,29,66,36.2,17.2,3.5,2.8
Darius Songaila,2005,PF,26,81,20.6,7.5,4.2,1.4
Eddie House,2005,PG-SG,26,68,13.1,5.8,1.2,1.4
Erik Daniels,2005,SF,22,21,3.4,0.6,0.9,0.2
Greg Ostertag,2005,C,31,56,9.9,1.6,3.0,0.7
Kenny Thomas,2005,PF,27,73,29.7,12.4,7.3,2.1
Kevin Martin,2005,PG,21,45,10.1,2.9,1.3,0.5
Matt Barnes,2005,SF,24,43,16.6,3.8,3.1,1.3
Maurice Evans,2005,SG,26,65,19.0,6.4,3.1,0.7
Mike Bibby,2005,PG,26,80,38.6,19.6,4.2,6.8
Peja StojakoviÄ‡,2005,SF,27,66,38.4,20.1,4.3,2.1
Bobby Jackson,2007,SG,33,56,23.8,10.6,3.2,2.5
Brandon Bass,2007,PF,21,21,7.7,2.0,2.0,0.1
Cedric Simmons,2007,PF,21,43,12.4,2.9,2.5,0.3
Chris Paul,2007,PG,21,64,36.8,17.3,4.4,8.9
David West,2007,PF,26,52,36.5,18.3,8.2,2.2
Desmond Mason,2007,SF,29,75,34.3,13.7,4.6,1.5
Devin Brown,2007,SG,28,58,28.7,11.6,4.3,2.6
Hilton Armstrong,2007,C,22,56,11.3,3.1,2.7,0.2
Jannero Pargo,2007,PG,27,82,20.9,9.2,2.2,2.5
Linton Johnson,2007,PF,26,54,13.3,4.2,3.0,0.3
Marc Jackson,2007,PF,32,56,18.3,7.3,3.4,1.0
Marcus Vinicius,2007,SF,22,13,7.9,1.7,0.8,0.4
Peja StojakoviÄ‡,2007,SF,29,13,32.7,17.8,4.2,0.8
Rasual Butler,2007,SF,27,81,27.4,10.1,3.2,0.8
Tyson Chandler,2007,C,24,73,34.6,9.5,12.4,0.9
Bobby Jones,2008,SF,24,47,11.3,3.8,2.0,0.6
Brent Barry,2008,SF,36,31,17.9,7.1,1.8,1.7
Bruce Bowen,2008,SF,36,81,30.2,6.0,2.9,1.1
Damon Stoudamire,2008,PG,34,60,17.3,5.3,2.0,2.8
Darius Washington,2008,SG,22,18,8.1,2.9,1.1,0.8
DerMarr Johnson,2008,SF,27,5,5.6,3.4,0.2,0.2
Fabricio Oberto,2008,C,32,82,20.0,4.8,5.2,1.2
Ian Mahinmi,2008,C,21,6,3.8,3.5,0.8,0.2
Ime Udoka,2008,PF,30,73,18.0,5.8,3.1,0.9
Jacque Vaughn,2008,PG,32,74,15.4,4.1,1.0,2.1
Keith Langford,2008,SG,24,2,5.0,1.0,1.0,0.0
Kurt Thomas,2008,C-PF,35,70,22.6,6.3,7.2,1.0
Manu GinÃ³bili,2008,SG,30,74,31.1,19.5,4.8,4.5
Matt Bonner,2008,PF,27,68,12.5,4.8,2.8,0.5
Michael Finley,2008,SG,34,82,26.9,10.1,3.1,1.4
Robert Horry,2008,PF,37,45,13.0,2.5,2.4,1.0
Tim Duncan,2008,C,31,78,34.0,19.3,11.3,2.8
Tony Parker,2008,PG,25,69,33.5,18.8,3.2,6.0
Bobby Portis,2019,PF,23,50,26.0,14.2,8.1,1.4
Bradley Beal,2019,SG,25,82,36.9,25.6,5.0,5.5
Chasson Randle,2019,PG,25,49,15.2,5.5,1.1,2.0
Devin Robinson,2019,SF,23,7,13.6,6.7,2.9,0.9
Dwight Howard,2019,C,33,9,25.6,12.8,9.2,0.4
Gary Payton II,2019,PG,26,3,5.3,3.7,0.7,1.3
Ian Mahinmi,2019,C,32,34,14.6,4.1,3.8,0.7
Jabari Parker,2019,PF,23,64,26.9,14.5,6.6,2.4
Jeff Green,2019,PF,32,77,27.2,12.3,4.0,1.8
John Wall,2019,PG,28,32,34.5,20.7,3.6,8.7
Jordan McRae,2019,SG,27,27,12.3,5.9,1.5,1.1
Okaro White,2019,PF,26,3,2.0,0.0,0.7,0.0
Ron Baker,2019,SG,25,15,10.1,0.9,0.7,1.0
Sam Dekker,2019,PF,24,47,16.8,6.1,3.1,1.0
Thomas Bryant,2019,C,21,72,20.8,10.5,6.3,1.3
TomÃ¡Å¡ SatoranskÃ½,2019,PG,27,80,27.1,8.9,3.5,5.0
Trevor Ariza,2019,SF,33,69,34.0,12.5,5.4,3.7
Troy Brown Jr.,2019,SF,19,52,14.0,4.8,2.8,1.5
Wesley Johnson,2019,SF,31,38,14.1,3.4,1.9,0.6
Bobby Portis,2022,C,26,72,28.2,14.6,9.1,1.2
Brook Lopez,2022,C,33,13,22.9,12.4,4.1,0.5
DeAndre' Bembry,2022,SF,27,56,18.3,5.1,2.9,1.2
George Hill,2022,PG,35,54,23.2,6.2,2.9,2.2
Giannis Antetokounmpo,2022,PF,27,67,32.9,29.9,11.6,5.8
Grayson Allen,2022,SG,26,66,27.3,11.1,3.4,1.5
Javin DeLaurier,2022,C,23,1,3.0,0.0,1.0,0.0
Jevon Carter,2022,PG,26,66,13.7,4.2,1.7,1.5
Jordan Nwora,2022,SF,23,62,19.1,7.9,3.6,1.0
Jrue Holiday,2022,PG,31,67,33.0,18.3,4.5,6.8
Khris Middleton,2022,SF,30,66,32.4,20.1,5.4,5.4
Langston Galloway,2022,SG,30,7,15.3,2.0,2.6,1.7
Lindell Wigginton,2022,PG,23,19,10.5,4.2,1.3,1.2
Pat Connaughton,2022,SF,29,65,26.0,9.9,4.2,1.3
Rayjon Tucker,2022,SG,24,5,14.2,4.2,1.6,2.0
Sandro Mamukelashvili,2022,PF,22,41,9.9,3.8,2.0,0.5
Serge Ibaka,2022,C,32,54,16.3,6.8,4.6,0.9
Thanasis Antetokounmpo,2022,SF,29,48,9.9,3.6,2.1,0.5
Wesley Matthews,2022,SG,35,49,20.4,5.1,1.9,0.7
Bobby Simmons,2004,SF,23,56,24.6,7.8,4.7,1.7
Chris Kaman,2004,C,21,82,22.5,6.1,5.6,1.0
Chris Wilcox,2004,C,21,65,20.6,8.6,4.7,0.8
Corey Maggette,2004,SF,24,73,36.0,20.7,5.9,3.1
Doug Overton,2004,PG,34,61,16.9,3.7,1.4,2.3
Eddie House,2004,SG,25,60,19.8,6.8,2.3,2.5
Elton Brand,2004,PF,24,69,38.7,20.0,10.3,3.3
Glen Rice,2004,SF,36,18,14.6,3.7,2.3,1.3
Keyon Dooling,2004,PG,23,58,19.6,6.2,1.4,2.2
Marko JariÄ‡,2004,PG,25,58,30.3,8.5,3.0,4.8
Matt Barnes,2004,SF,23,38,19.1,4.5,4.0,1.3
Melvin Ely,2004,PF,25,42,12.1,3.7,2.4,0.5
Olden Polynice,2004,C,39,2,6.0,0.0,1.0,0.5
Predrag Drobnjak,2004,C,28,61,15.6,6.3,3.2,0.6
Quentin Richardson,2004,SG,23,65,36.0,17.2,6.4,2.1
Randy Livingston,2004,PG,28,4,12.0,2.0,1.8,1.0
Bobby Simmons,2005,SF,24,75,37.3,16.4,5.9,2.7
Chris Kaman,2005,C,22,63,25.9,9.1,6.7,1.2
Chris Wilcox,2005,C,22,54,18.6,7.9,4.2,0.7
Corey Maggette,2005,SG,25,66,36.9,22.2,6.0,3.4
Darrick Martin,2005,PG,33,11,17.3,3.8,0.9,2.5
Elton Brand,2005,PF,25,81,37.0,20.0,9.5,2.6
Kenny Anderson,2005,PG,34,43,17.3,4.7,2.0,2.4
Kerry Kittles,2005,SG,30,11,22.1,6.3,2.9,1.8
Kirk Penney,2005,SG,24,4,3.0,0.5,0.3,0.3
Lionel Chalmers,2005,PG,24,36,12.0,3.1,0.9,1.4
Mamadou N'Diaye,2005,C,29,11,6.5,1.8,1.6,0.1
Marko JariÄ‡,2005,PG,26,50,33.1,9.9,3.2,6.1
Mikki Moore,2005,PF,29,74,15.9,5.4,3.3,0.6
Quinton Ross,2005,SG,23,78,21.3,5.1,2.7,1.4
Rick Brunson,2005,PG,32,80,24.3,5.5,2.3,5.1
Shaun Livingston,2005,PG,19,30,27.1,7.4,3.0,5.0
Å½eljko RebraÄa,2005,C,32,58,16.0,5.8,3.2,0.4
Bobby Simmons,2009,SF,28,71,24.4,7.8,3.9,1.3
Brook Lopez,2009,C,20,82,30.5,13.0,8.1,1.0
Chris Douglas-Roberts,2009,SG,22,44,13.3,4.9,1.1,1.2
Devin Harris,2009,PG,25,69,36.1,21.3,3.3,6.9
Eduardo NÃ¡jera,2009,PF,32,27,11.8,2.9,2.5,0.7
Jarvis Hayes,2009,SF,27,74,24.8,8.7,3.6,0.7
Josh Boone,2009,C,24,62,16.0,4.2,4.2,0.5
Keyon Dooling,2009,PG,28,77,26.9,9.7,2.0,3.5
Maurice Ager,2009,SG,24,20,4.9,1.7,0.5,0.2
Ryan Anderson,2009,PF,20,66,19.9,7.4,4.7,0.8
Sean Williams,2009,PF,22,33,11.1,2.4,2.4,0.4
Trenton Hassell,2009,SF,29,53,20.6,3.7,2.8,1.0
Vince Carter,2009,SG,32,80,36.8,20.8,5.1,4.7
Yi Jianlian,2009,PF,21,61,23.3,8.6,5.3,1.0
Bobby Simmons,2010,PF,29,23,17.2,5.3,2.7,0.7
Brook Lopez,2010,C,21,82,36.9,18.8,8.6,2.3
Chris Douglas-Roberts,2010,SF,23,67,25.8,9.8,3.0,1.4
Chris Quinn,2010,PG,26,25,8.9,2.2,0.6,1.2
Courtney Lee,2010,SG,24,71,33.5,12.5,3.5,1.7
Devin Harris,2010,PG,26,64,34.7,16.9,3.2,6.6
Jarvis Hayes,2010,SF,28,45,23.0,7.8,2.4,0.9
Josh Boone,2010,PF,25,63,16.6,4.0,5.0,0.5
Keyon Dooling,2010,PG,29,53,18.3,6.9,1.0,2.5
Kris Humphries,2010,PF,24,69,17.7,7.1,5.5,0.5
Sean Williams,2010,PF,23,20,11.4,2.6,2.3,0.1
Terrence Williams,2010,SF,22,78,22.6,8.4,4.5,2.9
Tony Battie,2010,C,33,15,8.9,2.4,1.5,0.2
Trenton Hassell,2010,SF,30,52,21.3,4.5,2.9,1.0
Yi Jianlian,2010,PF,22,52,31.8,12.0,7.2,0.9
Bogdan BogdanoviÄ‡,2018,SG,25,78,27.9,11.8,2.9,3.3
Bruno Caboclo,2018,SF,22,12,8.9,2.2,1.8,0.3
Buddy Hield,2018,SG,25,80,25.3,13.5,3.8,1.9
De'Aaron Fox,2018,PG,20,73,27.8,11.6,2.8,4.4
Frank Mason III,2018,PG,23,52,18.9,7.9,2.5,2.8
Garrett Temple,2018,SG,31,65,24.8,8.4,2.3,1.9
JaKarr Sampson,2018,SF,24,22,15.6,4.7,3.5,0.4
Jack Cooley,2018,PF,26,7,12.4,5.7,4.3,0.9
Justin Jackson,2018,SF,22,68,22.1,6.7,2.8,1.1
Kosta Koufos,2018,C,28,71,19.6,6.7,6.6,1.2
Nigel Hayes,2018,SF,23,9,13.6,3.0,2.4,0.7
Skal LabissiÃ¨re,2018,PF,21,60,20.7,8.7,4.8,1.2
Vince Carter,2018,SF,41,58,17.7,5.4,2.6,1.2
Willie Cauley-Stein,2018,C,24,73,28.0,12.8,7.0,2.4
Zach Randolph,2018,PF,36,59,25.6,14.5,6.7,2.2
Bogdan BogdanoviÄ‡,2021,SG,28,44,29.7,16.4,3.6,3.3
Brandon Goodwin,2021,PG,25,47,13.2,4.9,1.5,2.0
Bruno Fernando,2021,C,22,33,6.8,1.5,2.4,0.3
Cam Reddish,2021,SF,21,26,28.8,11.2,4.0,1.3
Clint Capela,2021,C,26,63,30.1,15.2,14.3,0.8
Danilo Gallinari,2021,PF,32,51,24.0,13.3,4.1,1.5
De'Andre Hunter,2021,SF,23,23,29.5,15.0,4.8,1.9
John Collins,2021,PF,23,63,29.3,17.6,7.4,1.2
Kevin Huerter,2021,SG,22,69,30.8,11.9,3.3,3.5
Kris Dunn,2021,PG,26,4,11.3,1.3,1.5,0.5
Lou Williams,2021,PG,34,66,21.6,11.3,2.1,3.4
Nathan Knight,2021,PF,23,33,8.5,3.8,2.2,0.2
Onyeka Okongwu,2021,C,20,50,12.0,4.6,3.3,0.4
Skylar Mays,2021,SG,23,33,8.2,3.8,1.1,0.9
Solomon Hill,2021,PF,29,71,21.3,4.5,3.0,1.1
Tony Snell,2021,SG,29,47,21.1,5.3,2.4,1.3
Trae Young,2021,PG,22,63,33.7,25.3,3.9,9.4
Bogdan BogdanoviÄ‡,2022,SG,29,63,29.3,15.1,4.0,3.1
Cameron Oliver,2022,SF,25,2,21.5,11.5,3.0,1.5
Cat Barber,2022,PG,27,3,4.3,0.0,1.0,1.0
Chaundee Brown Jr.,2022,SG-SF,23,5,20.8,6.2,3.2,0.8
Clint Capela,2022,C,27,74,27.6,11.1,11.9,1.2
Danilo Gallinari,2022,PF,33,66,25.3,11.7,4.7,1.5
De'Andre Hunter,2022,SF,24,53,29.8,13.4,3.3,1.3
Delon Wright,2022,SG,29,77,18.9,4.4,2.9,2.4
Gorgui Dieng,2022,C,32,44,8.4,3.5,2.8,0.8
Jalen Johnson,2022,PF,20,22,5.5,2.4,1.2,0.1
John Collins,2022,PF,24,54,30.8,16.2,7.8,1.8
Kevin Huerter,2022,SF,23,74,29.6,12.1,3.4,2.7
Kevin Knox,2022,SF,22,30,7.4,3.1,1.5,0.3
Lou Williams,2022,PG,35,56,14.3,6.3,1.6,1.9
Onyeka Okongwu,2022,C,21,48,20.7,8.2,5.9,1.1
Sharife Cooper,2022,PG,20,13,3.0,0.5,0.4,0.4
Skylar Mays,2022,SG,24,28,7.9,2.9,0.9,0.6
Solomon Hill,2022,SF,30,13,10.7,0.6,1.8,0.9
TimothÃ© Luwawu-Cabarrot,2022,SF,26,52,13.2,4.4,1.6,0.8
Trae Young,2022,PG,23,76,34.9,28.4,3.7,9.7
Wes Iwundu,2022,SF,27,3,27.3,7.3,4.3,0.0
Bojan BogdanoviÄ‡,2017,SF,27,81,25.7,13.7,3.4,1.4
Bradley Beal,2017,SG,23,77,34.9,23.1,3.1,3.5
Brandon Jennings,2017,PG,27,81,22.2,7.1,2.4,4.9
Chris McCullough,2017,PF,21,16,5.0,2.3,1.2,0.1
Daniel Ochefu,2017,C,23,19,3.9,1.3,1.2,0.2
Danuel House Jr.,2017,SG,23,1,1.0,0.0,1.0,0.0
Ian Mahinmi,2017,C,30,31,17.9,5.6,4.8,0.6
Jason Smith,2017,C,30,74,14.4,5.7,3.5,0.5
John Wall,2017,PG,26,78,36.4,23.1,4.2,10.7
Kelly Oubre Jr.,2017,SF,21,79,20.3,6.3,3.3,0.6
Marcin Gortat,2017,C,32,82,31.2,10.8,10.4,1.5
Marcus Thornton,2017,SG,29,33,17.4,6.6,2.3,1.2
Markieff Morris,2017,PF,27,76,31.2,14.0,6.5,1.7
Otto Porter Jr.,2017,SF,23,80,32.6,13.4,6.4,1.5
Sheldon Mac,2017,SG,24,30,9.6,3.0,1.1,0.5
TomÃ¡Å¡ SatoranskÃ½,2017,SG,25,57,12.6,2.7,1.5,1.6
Trey Burke,2017,PG,24,57,12.3,5.0,0.8,1.8
Bojan BogdanoviÄ‡,2020,SF,30,63,33.1,20.2,4.1,2.1
Donovan Mitchell,2020,SG,23,69,34.3,24.0,4.4,4.3
Ed Davis,2020,C,30,28,10.8,1.8,3.8,0.4
Emmanuel Mudiay,2020,PG,23,54,15.7,7.3,2.3,2.1
Georges Niang,2020,PF,26,66,14.0,5.9,1.9,0.7
Jarrell Brantley,2020,PF,23,9,10.7,2.7,2.2,1.2
Joe Ingles,2020,PF,32,72,29.7,9.8,3.9,5.2
Jordan Clarkson,2020,SG,27,71,24.0,15.2,2.6,1.9
Justin Wright-Foreman,2020,PG,22,4,11.3,4.8,1.3,1.8
Juwan Morgan,2020,PF,22,21,6.4,1.7,1.4,0.3
Mike Conley,2020,PG,32,47,29.0,14.4,3.2,4.4
Miye Oni,2020,SF,22,10,10.9,3.5,1.7,0.4
Nigel Williams-Goss,2020,PG,25,10,5.0,1.4,0.6,0.6
Rayjon Tucker,2020,SG,22,20,8.1,3.1,1.0,0.3
Royce O'Neale,2020,SF,26,71,28.9,6.3,5.5,2.5
Rudy Gobert,2020,C,27,68,34.3,15.1,13.5,1.5
Stanton Kidd,2020,SG,27,4,3.8,0.0,0.8,0.3
Tony Bradley,2020,C,22,58,11.4,4.9,4.6,0.4
Bojan BogdanoviÄ‡,2021,SF,31,72,30.8,17.0,3.9,1.9
Derrick Favors,2021,C,29,68,15.3,5.4,5.5,0.6
Donovan Mitchell,2021,PG,24,53,33.4,26.4,4.4,5.2
Elijah Hughes,2021,SF,22,18,3.6,1.7,0.5,0.3
Ersan Ä°lyasova,2021,PF,33,17,8.7,3.8,1.7,0.2
Georges Niang,2021,PF,27,72,16.0,6.9,2.4,0.8
Jarrell Brantley,2021,PF,24,28,4.9,2.3,1.0,0.5
Joe Ingles,2021,SF,33,67,27.9,12.1,3.6,4.7
Jordan Clarkson,2021,SG,28,68,26.7,18.4,4.0,2.5
Juwan Morgan,2021,PF,23,29,5.1,1.2,1.0,0.3
Matt Thomas,2021,SG,26,45,7.2,3.1,1.0,0.4
Mike Conley,2021,PG,33,51,29.4,16.2,3.5,6.0
Miye Oni,2021,SG,23,54,9.6,1.9,1.6,0.5
Royce O'Neale,2021,SF,27,71,31.6,7.0,6.8,2.5
Rudy Gobert,2021,C,28,71,30.8,14.3,13.5,1.3
Trent Forrest,2021,PG,22,30,10.1,2.9,1.5,1.5
Udoka Azubuike,2021,C,21,15,3.8,1.1,0.9,0.0
Bojan BogdanoviÄ‡,2022,PF,32,69,30.9,18.1,4.3,1.7
Danuel House Jr.,2022,SF,28,42,17.3,5.9,2.6,1.0
Denzel Valentine,2022,SG,28,24,9.3,2.9,1.8,0.5
Donovan Mitchell,2022,SG,25,67,33.8,25.9,4.2,5.3
Eric Paschall,2022,PF,25,58,12.7,5.8,1.8,0.6
Greg Monroe,2022,C,31,14,13.9,5.4,4.6,1.6
Hassan Whiteside,2022,C,32,65,17.9,8.2,7.6,0.4
Jared Butler,2022,SG,21,42,8.6,3.8,1.1,1.5
Joe Ingles,2022,SF,34,45,24.9,7.2,2.9,3.5
Jordan Clarkson,2022,SG,29,79,27.1,16.0,3.5,2.5
Juancho HernangÃ³mez,2022,PF,26,40,11.1,3.3,2.5,0.5
Mike Conley,2022,PG,34,72,28.6,13.7,3.0,5.3
Miye Oni,2022,SG,24,16,2.8,0.3,0.4,0.3
Nickeil Alexander-Walker,2022,SG,23,65,22.6,10.6,2.9,2.4
Norvel Pelle,2022,C,28,3,6.3,2.0,2.0,0.0
Royce O'Neale,2022,SF,28,77,31.2,7.4,4.8,2.5
Rudy Gay,2022,PF,35,55,18.9,8.1,4.4,1.0
Rudy Gobert,2022,C,29,66,32.1,15.6,14.7,1.1
Trent Forrest,2022,PG,23,60,12.8,3.3,1.7,1.8
Udoka Azubuike,2022,C,22,17,11.5,4.7,4.2,0.0
Xavier Sneed,2022,SF,24,9,4.3,0.6,0.7,0.1
Zylan Cheatham,2022,SF,26,1,5.0,0.0,0.0,0.0
Bol Bol,2020,PF,20,7,12.4,5.7,2.7,0.9
Gary Harris,2020,SG,25,56,31.8,10.4,2.9,2.1
Jamal Murray,2020,PG,22,59,32.3,18.5,4.0,4.8
Jerami Grant,2020,PF,25,71,26.6,12.0,3.5,1.2
Keita Bates-Diop,2020,PF-SF,24,44,16.9,6.5,2.9,0.7
Mason Plumlee,2020,C,29,61,17.3,7.2,5.2,2.5
Michael Porter Jr.,2020,SF,21,55,16.4,9.3,4.7,0.8
Monte Morris,2020,PG,24,73,22.4,9.0,1.9,3.5
Nikola JokiÄ‡,2020,C,24,73,32.0,19.9,9.7,7.0
Noah Vonleh,2020,C,24,36,10.5,3.7,3.4,0.8
PJ Dozier,2020,SG,23,29,14.2,5.8,1.9,2.2
Paul Millsap,2020,PF,34,51,24.3,11.6,5.7,1.6
Torrey Craig,2020,SF,29,58,18.5,5.4,3.3,0.8
Troy Daniels,2020,SG,28,47,11.3,4.3,1.1,0.4
Tyler Cook,2020,PF-SF,22,13,4.2,1.8,1.1,0.1
Vlatko ÄŒanÄar,2020,PF,22,14,3.2,1.2,0.7,0.2
Will Barton,2020,SF,29,58,33.0,15.1,6.3,3.7
Bonzi Wells,2006,SG,29,52,32.4,13.6,7.7,2.8
Brad Miller,2006,C,29,79,37.0,15.0,7.8,4.7
Corliss Williamson,2006,SF,32,37,9.8,3.4,1.8,0.4
Francisco GarcÃ­a,2006,SF,24,67,19.4,5.6,2.8,1.4
Jamal Sampson,2006,PF,22,12,3.3,0.8,1.5,0.4
Jason Hart,2006,PG,27,66,12.4,3.3,1.1,1.1
Kenny Thomas,2006,PF,28,82,28.0,9.1,7.5,2.0
Kevin Martin,2006,SG,22,72,26.6,10.8,3.6,1.3
Metta World Peace,2006,SF,26,56,39.4,17.6,5.1,3.6
Mike Bibby,2006,PG,27,82,38.6,21.1,2.9,5.4
Ronnie Price,2006,PG,22,29,5.2,2.1,0.5,0.4
Sergei Monia,2006,SF,22,26,13.2,3.0,2.0,0.7
Shareef Abdur-Rahim,2006,PF,29,72,27.2,12.3,5.0,2.1
Vitaly Potapenko,2006,C,30,33,10.7,2.5,1.9,0.3
Bonzi Wells,2007,SF,30,28,21.1,7.8,4.3,1.1
Chuck Hayes,2007,PF,23,78,22.0,5.6,6.7,0.6
Dikembe Mutombo,2007,C,40,75,17.2,3.1,6.5,0.2
Jake Tsakalidis,2007,C,27,36,10.8,2.3,2.9,0.1
John Lucas III,2007,PG,24,47,8.1,3.3,0.8,0.7
Juwan Howard,2007,PF,33,80,26.5,9.7,5.9,1.6
Kirk Snyder,2007,SF,23,39,14.4,4.9,2.1,1.0
Luther Head,2007,SG,24,80,27.6,10.9,3.2,2.4
Rafer Alston,2007,PG,30,82,37.1,13.3,3.4,5.4
Shane Battier,2007,SF,28,82,36.4,10.1,4.1,2.1
Steve Novak,2007,SF,23,35,5.5,1.5,0.7,0.2
Tracy McGrady,2007,SG,27,71,35.8,24.6,5.3,6.5
Vassilis Spanoulis,2007,SG,24,31,8.8,2.7,0.7,0.9
Yao Ming,2007,C,26,48,33.8,25.0,9.4,2.0
Bonzi Wells,2008,SG,31,73,21.4,9.1,4.5,1.3
Chris Andersen,2008,C,29,5,6.8,1.2,1.8,0.0
Chris Paul,2008,PG,22,80,37.6,21.1,4.0,11.6
David West,2008,PF,27,76,37.8,20.6,8.9,2.3
Hilton Armstrong,2008,C,23,65,11.3,2.7,2.5,0.4
Jannero Pargo,2008,SG,28,80,18.7,8.1,1.6,2.4
Julian Wright,2008,SF,20,57,11.2,3.9,2.1,0.7
Marcus Vinicius,2008,SF,23,13,5.3,2.2,0.6,0.2
Melvin Ely,2008,C,29,52,11.9,3.9,2.8,0.4
Mike James,2008,PG,32,54,13.3,5.0,1.3,1.1
Morris Peterson,2008,SG,30,76,23.6,8.0,2.7,0.9
Peja StojakoviÄ‡,2008,SF,30,77,35.2,16.4,4.3,1.2
Rasual Butler,2008,SF,28,51,17.2,4.9,2.0,0.7
Ryan Bowen,2008,SF,32,53,12.5,2.2,1.9,0.5
Tyson Chandler,2008,C,25,79,35.2,11.8,11.7,1.0
Bonzie Colson,2019,SF,23,8,12.3,4.9,3.8,0.4
Brook Lopez,2019,C,30,81,28.7,12.5,4.9,1.2
D.J. Wilson,2019,PF,22,48,18.4,5.8,4.6,1.1
Donte DiVincenzo,2019,SG,22,27,15.2,4.9,2.4,1.1
Eric Bledsoe,2019,PG,29,78,29.1,15.9,4.6,5.5
Ersan Ä°lyasova,2019,PF,31,67,18.4,6.8,4.5,0.8
George Hill,2019,PG,32,60,21.7,7.6,2.5,2.3
Giannis Antetokounmpo,2019,PF,24,72,32.8,27.7,12.5,5.9
Isaiah Canaan,2019,PG,27,30,21.0,6.0,1.9,2.8
Jaylen Morris,2019,SG,23,4,7.3,2.5,1.3,1.0
John Henson,2019,C,28,14,13.4,5.6,5.1,1.0
Khris Middleton,2019,SF,27,77,31.1,18.3,6.0,4.3
Malcolm Brogdon,2019,SG,26,64,28.6,15.6,4.5,3.2
Nikola MirotiÄ‡,2019,PF,27,46,27.1,15.2,7.4,1.2
Pat Connaughton,2019,SG,26,61,20.7,6.9,4.2,2.0
Pau Gasol,2019,C,38,30,12.0,3.9,4.6,1.7
Sterling Brown,2019,SG,23,58,17.8,6.4,3.2,1.4
Tim Frazier,2019,PG,28,59,19.0,5.3,2.8,4.2
Tony Snell,2019,SF,27,74,17.6,6.0,2.1,0.9
Trevon Duval,2019,PG,20,3,2.0,1.7,0.3,0.7
Boris Diaw,2011,PF,28,82,33.9,11.3,5.0,4.1
D.J. Augustin,2011,PG,23,82,33.6,14.4,2.7,6.1
D.J. White,2011,C-PF,24,47,14.6,5.7,3.4,0.4
Dante Cunningham,2011,PF,23,78,21.0,6.2,3.6,0.6
DeSagana Diop,2011,C,29,16,11.3,1.3,2.5,0.4
Dominic McGuire,2011,SF,25,52,14.6,3.3,3.8,0.8
Eduardo NÃ¡jera,2011,PF,34,31,12.0,2.2,1.4,0.6
Garrett Temple,2011,PG-SG,24,24,9.6,2.4,1.0,1.3
Gerald Henderson,2011,SG,23,68,24.4,9.6,3.0,1.5
Joel Przybilla,2011,C,31,36,14.4,1.8,4.0,0.4
Kwame Brown,2011,C,28,66,26.0,7.9,6.8,0.7
Matt Carroll,2011,SG,30,54,10.8,4.4,1.3,0.4
Shaun Livingston,2011,PG,25,73,17.3,6.6,2.0,2.2
Sherron Collins,2011,PG,23,20,3.3,0.9,0.3,0.4
Stephen Jackson,2011,SG,32,67,35.9,18.5,4.5,3.6
Tyrus Thomas,2011,C,24,41,21.0,10.2,5.5,0.7
Boris Diaw,2012,PF,29,57,25.0,6.4,4.9,3.6
Cory Joseph,2012,PG,20,29,9.2,2.0,0.9,1.2
Danny Green,2012,SG,24,66,23.1,9.1,3.5,1.3
DeJuan Blair,2012,PF,22,64,21.3,9.5,5.5,1.2
Derrick Byars,2012,PF,27,2,18.5,5.0,5.5,0.5
Eric Dawson,2012,C,27,4,9.8,3.8,2.5,0.0
Gary Neal,2012,SG,27,56,21.5,9.9,2.1,2.1
Ike Diogu,2012,PF,28,2,7.0,1.0,0.5,0.0
James Anderson,2012,SG,22,51,11.8,3.7,1.5,0.8
